epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,160.673,0.94984,0.68268,0.97084,0.87075,0.82253,0.90702,0.66272,0.95908,0.67852,0.96927,0.0011719,0.0011719,0.0011719
17,170.557,0.92556,0.66205,0.96535,0.90748,0.81992,0.90507,0.66093,0.95738,0.68527,0.96339,0.00113889,0.00113889,0.00113889
18,180.412,0.92469,0.6642,0.96631,0.91634,0.82523,0.90919,0.67026,0.96314,0.7054,0.98477,0.00110589,0.00110589,0.00110589
19,190.414,0.91031,0.65976,0.95805,0.86355,0.82339,0.89976,0.65803,0.94732,0.67168,0.96419,0.00107288,0.00107288,0.00107288
20,200.257,0.91882,0.64788,0.95868,0.87901,0.83333,0.91531,0.66465,0.98375,0.69216,1.00348,0.00103987,0.00103987,0.00103987
21,210.102,0.9107,0.64687,0.95585,0.8966,0.8431,0.91798,0.67399,0.95094,0.64612,0.97182,0.00100687,0.00100687,0.00100687
22,220.009,0.90403,0.6279,0.95621,0.91261,0.81511,0.91762,0.67386,0.95355,0.64568,0.96864,0.000973861,0.000973861,0.000973861
23,229.984,0.89082,0.62282,0.94575,0.92779,0.81741,0.916,0.67107,0.95001,0.65183,0.97849,0.000940855,0.000940855,0.000940855
24,239.873,0.88251,0.61108,0.94715,0.89157,0.83162,0.91802,0.68759,0.92082,0.62293,0.96815,0.000907848,0.000907848,0.000907848
25,249.751,0.87258,0.59644,0.94388,0.90565,0.82164,0.91571,0.67732,0.92778,0.63943,0.96255,0.000874842,0.000874842,0.000874842
26,259.636,0.86934,0.58165,0.94341,0.9069,0.86255,0.93017,0.6961,0.91461,0.61262,0.96357,0.000841835,0.000841835,0.000841835
27,269.703,0.85186,0.58526,0.93637,0.90504,0.82651,0.91295,0.68447,0.90886,0.64872,0.96447,0.000808828,0.000808828,0.000808828
28,279.541,0.84825,0.5716,0.92453,0.91569,0.85171,0.92968,0.69239,0.9101,0.61899,0.95957,0.000775822,0.000775822,0.000775822
29,289.394,0.85094,0.57219,0.93724,0.901,0.85408,0.92492,0.6922,0.90318,0.60524,0.95105,0.000742815,0.000742815,0.000742815
30,299.384,0.84314,0.5632,0.93203,0.90302,0.84376,0.92885,0.69451,0.90074,0.58723,0.96124,0.000709809,0.000709809,0.000709809
31,309.254,0.82455,0.54789,0.92941,0.92347,0.86671,0.93262,0.70412,0.88833,0.59628,0.94459,0.000676802,0.000676802,0.000676802
32,319.138,0.81587,0.54381,0.92679,0.93006,0.86037,0.93532,0.70529,0.89089,0.56796,0.96193,0.000643795,0.000643795,0.000643795
33,329,0.8098,0.53524,0.91651,0.91511,0.87561,0.93609,0.70582,0.88026,0.57902,0.95703,0.000610789,0.000610789,0.000610789
34,338.981,0.80848,0.52927,0.92262,0.91788,0.85947,0.92957,0.70353,0.90162,0.5662,0.96683,0.000577782,0.000577782,0.000577782
35,348.852,0.79718,0.52203,0.92587,0.90972,0.85973,0.93252,0.7063,0.87062,0.57201,0.94998,0.000544776,0.000544776,0.000544776
36,358.671,0.78596,0.51265,0.91381,0.91815,0.87074,0.93477,0.71639,0.85862,0.54649,0.93669,0.000511769,0.000511769,0.000511769
37,368.524,0.77986,0.50527,0.90689,0.91892,0.87799,0.93424,0.70799,0.86835,0.5557,0.94661,0.000478762,0.000478762,0.000478762
38,378.513,0.77641,0.50249,0.91524,0.91478,0.87689,0.93289,0.714,0.8695,0.54942,0.94927,0.000445756,0.000445756,0.000445756
39,388.399,0.78561,0.49543,0.91137,0.92181,0.86806,0.93349,0.7191,0.86367,0.54801,0.94685,0.000412749,0.000412749,0.000412749
40,398.27,0.76486,0.48767,0.9024,0.91984,0.8791,0.94163,0.72498,0.84925,0.5403,0.94198,0.000379743,0.000379743,0.000379743
41,408.579,0.72235,0.44144,0.87515,0.93526,0.86526,0.93714,0.71066,0.86718,0.54104,0.94935,0.000346736,0.000346736,0.000346736
42,418.296,0.7135,0.41813,0.87532,0.94112,0.86828,0.93956,0.71178,0.88485,0.5363,0.94934,0.000313729,0.000313729,0.000313729
43,427.853,0.70602,0.41958,0.86702,0.9163,0.883,0.93599,0.71524,0.86253,0.53897,0.9464,0.000280723,0.000280723,0.000280723
44,437.371,0.69832,0.41148,0.86699,0.91953,0.86936,0.93356,0.70991,0.85836,0.5433,0.95719,0.000247716,0.000247716,0.000247716
45,446.913,0.68185,0.39937,0.86015,0.938,0.86545,0.93844,0.72023,0.84463,0.52123,0.93973,0.00021471,0.00021471,0.00021471
46,456.602,0.68119,0.40326,0.86523,0.93137,0.86801,0.93918,0.7194,0.84507,0.51875,0.94642,0.000181703,0.000181703,0.000181703
47,466.161,0.66853,0.39971,0.85266,0.92423,0.87834,0.93855,0.72049,0.84296,0.51044,0.94224,0.000148696,0.000148696,0.000148696
48,475.729,0.65699,0.38508,0.84859,0.92921,0.87563,0.93786,0.72499,0.83519,0.5092,0.94065,0.00011569,0.00011569,0.00011569
49,485.27,0.6551,0.38016,0.85611,0.92482,0.8828,0.94119,0.72865,0.83188,0.49957,0.9393,8.26832e-05,8.26832e-05,8.26832e-05
50,494.968,0.64455,0.37874,0.85238,0.92464,0.89189,0.94276,0.72987,0.83384,0.49184,0.93959,4.96766e-05,4.96766e-05,4.96766e-05
